0,100000_central_image.bmp,0,0,0,6.32E-05
1,100001_central_image.bmp,0,0,0,4.93E-06
2,100002_central_image.bmp,0,0,0,1.91E-06
3,100003_central_image.bmp,0,0,0,8.26E-07
4,100004_central_image.bmp,0,0,0,3.42E-07
5,100005_central_image.bmp,0,0,0,0.023686333
6,100006_central_image.bmp,0,0,0,0.026677513
7,100007_central_image.bmp,0,0,0,0.088142812
8,100008_central_image.bmp,0,0,0,0.202882126
9,100009_central_image.bmp,0,0,0,0.090376705
10,100010_central_image.bmp,0,0,0,0.128116041
11,100011_central_image.bmp,0,0,0,0.162309438
12,100012_central_image.bmp,0,0,0,0.065938555
13,100013_central_image.bmp,0,0,0,0.057922263
14,100014_central_image.bmp,0,0,0,0.126409069
15,100015_central_image.bmp,0,0,0,0.104212761
16,100016_central_image.bmp,0,0,0,0.070428416
17,100017_central_image.bmp,0,0,0,0.119624309
18,100018_central_image.bmp,0,0,0,0.060010187
19,100019_central_image.bmp,0,0,0,0.135781437
20,100020_central_image.bmp,0,0,0,0.090130694
21,100021_central_image.bmp,0,0,0,0.076997697
22,100022_central_image.bmp,0,0,0,0.140082419
23,100023_central_image.bmp,0,0,0,0.063700661
24,100024_central_image.bmp,0,0,0,0.039823629
25,100025_central_image.bmp,0,0,0,0.168027177
26,100026_central_image.bmp,0,0,0,0.027905636
27,100027_central_image.bmp,0,0,0,0.067602411
28,100028_central_image.bmp,0,0,0,0.137094513
29,100029_central_image.bmp,0,0,0,0.172065154
30,100030_central_image.bmp,0,0,0,0.029665727
31,100031_central_image.bmp,0,0,0,0.037713919
32,100032_central_image.bmp,0,0,0,0.067373537
33,100033_central_image.bmp,0,0,0,0.077581391
34,100034_central_image.bmp,0,0,0,0.106578268
35,100035_central_image.bmp,0,0,0,0.048820205
36,100036_central_image.bmp,0,0,0,0.078813352
37,100037_central_image.bmp,0,0,0,0.038461361
38,100038_central_image.bmp,0,0,0,0.010083645
39,100039_central_image.bmp,0,0,0,0.042434204
40,100040_central_image.bmp,0,0,0,0.110087097
41,100041_central_image.bmp,0,0,0,0.09033031
42,100042_central_image.bmp,0,0,0,0.0768729
43,100043_central_image.bmp,0,0,0,0.024811596
44,100044_central_image.bmp,0,0,0,0.096765317
45,100045_central_image.bmp,0,0,0,0.056197722
46,100046_central_image.bmp,0,0,0,0.072230577
47,100047_central_image.bmp,0,0,0,0.015932556
48,100048_central_image.bmp,0,0,0,0.065436922
49,100049_central_image.bmp,0,0,0,0.141825944
50,100050_central_image.bmp,0,0,0,0.072654001
51,100051_central_image.bmp,0,0,0,0.076429173
52,100052_central_image.bmp,0,0,0,0.096271597
53,100053_central_image.bmp,0,0,0,0.087840326
54,100054_central_image.bmp,0,0,0,0.156317949
55,100055_central_image.bmp,0,0,0,0.094210267
56,100056_central_image.bmp,0,0,0,0.180707172
57,100057_central_image.bmp,0,0,0,0.054059431
58,100058_central_image.bmp,0,0,0,0.057936251
59,100059_central_image.bmp,0,0,0,0.068381138
60,100060_central_image.bmp,0,0,0,0.058770064
61,100061_central_image.bmp,0,0,0,0.05892814
62,100062_central_image.bmp,0,0,0,0.031187315
63,100063_central_image.bmp,0,0,0,0.058672447
64,100064_central_image.bmp,0,0,0,0.101832867
65,100065_central_image.bmp,0,0,0,0.051974252
66,100066_central_image.bmp,0,0,0,0.149743348
67,100067_central_image.bmp,0,0,0,0.101496466
68,100068_central_image.bmp,0,0,0,0.10707923
69,100069_central_image.bmp,0,0,0,0.10141743
70,100070_central_image.bmp,0,0,0,0.061571065
71,100071_central_image.bmp,0,0,0,0.10486462
72,100072_central_image.bmp,0,0,0,0.065292373
